cohort,consent,age,gender,country_of_birth,country_of_birth_5_TEXT,hours_work,social_media_use,rent,friends_count,stress,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest,mark_goal,hours_studying,lecture_mode,study_type,learner_style
2025S1,I consent to take part in the study,18,Male,Australia,,15,5.07,0,10,7,207,In a relationship,50,0,7,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,30,6,83,10,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Male,Australia,,0,6,0,5,7,149,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1901,2,90,6,100,2,Lecture Slides,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,17,Female,Other Please Specify,New Zealand,4,9.67,0,3,2,100,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,0,60,3,85,0,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,0,2,0,6,5,120,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,50,4,100,2,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Lebanon,12,6.00,0,10,8,120,Single,2,2,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,3,45,6,85,6,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Male,China,,0,2,0,5,2,90,Single,0,0,3,Have you ever used recreational drugs?,No,International,DATA1901,0,90,8,90,20,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,19,Male,China,,0,17,870,0,5,150,Single,0,4,13,Have you ever gotten high off recreational drugs?,No,International,DATA1901,0,20,5,90,2,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,China,,0,0.5,700,52,4,0,Single,4,1,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,16,5,100,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Germany,0,7.5,0,0,7,140,Single,3,5,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,180,8,80,17,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,0,8.75,0,6,3,100,Single,0,0,8,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,30,6,95,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,India,,0,2.5,0,8,5,110,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,90,5,100,2,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,India,,0,8.25,480,5,8,90,Its complicated,0,4,7,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,35,7,85,4,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,5,2,0,9,2,130,Single,0,8,8,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,35,7,90,4,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S1,I consent to take part in the study,20,Female,Australia,,2,4,0,20,6,150,In a relationship,50,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,4,75,5,75,8,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,20,Prefer not to say,Other Please Specify,Singapore,0,5,0,2,7,90,In a relationship,0,0,11,Have you ever used recreational drugs?,No,International,DATA1001,0,15,6,80,4,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,19,Male,China,,0,2,909,6,2,140,Single,0,20,17,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,5,85,10,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,0,6,469,10,4,80,Single,0,2,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,15,10,100,20,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,21,Male,China,,0,5.5,300,5,4,110,In a relationship,36,8,2,Have you ever used recreational drugs?,No,International,DATA1001,4,30,6,90,3,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Prefer not to say,USA,,0,4,0,1,3,80,Single,0,0,8,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,2,75,4,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Male,Australia,,3,4,0,2,2,110,Single,0,0,8,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,0,40,7,85,5,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,21,Female,Australia,,33,3.5,320,20,7,120,Single,4,8,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,6,25,3,85,2,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,29,Male,Australia,,0,2.0,0,1,5,110,Single,0,1,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,90,4,80,6,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,0,4.3,0,30,7,188,Single,50,25,7,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,100,4,100,4,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,17,Female,Australia,,10,3.5,0,15,6,110,Single,0,0,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,65,5,85,3,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Australia,,8,3.21,50,1,8,140,Single,0,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,48,3,75,2,Recording,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,20,Female,China,,2,5.25,0,4,4,100,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,2,40,4,90,4,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,8,3,0,7,3,180,In a relationship,10,6,6,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,25,4,80,1,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,7,6.5,0,1,3,110,Single,0,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,25,6,75,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,30,3,0,8,3,150,Its complicated,6,8,8,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,25,2,70,4,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,16,6.6,0,12,8,120,In a relationship,15,12,16,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,40,4,80,10,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Netherlands,30,3,0,5,4,150,In a relationship,1,4,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,45,0,50,5,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,11,2.5,0,5,5,110,Single,0,12,1,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,100,2,60,4,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,7.25,0,15,6,100,Single,0,0,8,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,60,3,80,5,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,8,2.25,0,12,7,125,Single,0,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,100,6,75,4,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Australia,,6,2,0,10,6,110,In a relationship,10,10,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,80,4,85,5,Recording,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,20,Female,Other Please Specify,Malaysia,0,3,430,10,3,120,Single,0,0,7,Have you ever used recreational drugs?,No,International,DATA1001,0,15,5,85,3,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,22,Female,Other Please Specify,singapore,0,2.55,549,6,4,110,In a relationship,8,4,5,Have you ever gotten high off recreational drugs?,Yes,International,DATA1001,0,20,5,65,2,Live Stream from Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Male,Australia,,0,3.15,0,3,2,120,Single,0,2,15,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,35,9,80,5,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,19,Female,China,,0,12,900,0,10,140,Married,0,20,10,Have you ever gotten high off recreational drugs?,Yes,International,DATA1001,0,30,0,0,0,Other,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,24,Female,Other Please Specify,Singapore,48,0.46,0,0,8,110,In a relationship,90,0,14,Have you ever used recreational drugs?,No,Domestic,DATA1001,7,160,7,90,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,22,Male,China,,8,4,890,20,3,140,In a relationship,10,15,6,Have you ever used recreational drugs?,No,International,DATA1001,2,15,5,75,2,Lecture Slides,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,10,4,0,5,3,130,Single,0,2,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,65,0,80,2,Recording,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,20,Female,China,,0,1.05,900,5,6,0,Single,0,5,6,Have you ever used recreational drugs?,No,International,DATA1001,0,20,6,80,10,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,20,Female,China,,42,3,500,10,6,120,Single,0,1,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,6,75,32,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,21,Male,Australia,,15,1,0,3,10,110,Single,4,1,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,4,60,2,70,6,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,19,Female,Australia,,18,3,0,5,4,115,Single,0,10,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,50,2,80,3,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,3,4.25,0,10,2,120,Single,5,3,8,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,113,6,80,10,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,8,3,0,12,4,150,In a relationship,20,3,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,3,85,1,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,18,7.32,0,10,6,85,Its complicated,0,0,15,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,80,3,100,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,2.55,0,3,6,90,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,90,4,100,6,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,9,2,0,5,6,180,Its complicated,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,60,2,90,4,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Philippines,0,0.35,0,10,8,100,Single,0,0,18,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,70,3,80,2,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Male,China,,10,3,600,6,6,80,Single,0,1,3,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,6,90,5,Other,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Philippines,0,5,0,9,5,110,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,90,5,80,2,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,20,Male,China,,40,4,1000,9,6,120,Single,10,7,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,40,6,90,10,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,21,Male,China,,20,30,878,7,3,110,Single,2,10,12,Have you ever gotten high off recreational drugs?,No,International,DATA1001,2,20,7,85,10,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,14,3.22,0,8,4,190,In a relationship,8,15,25,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,41,4,88,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,China,,7,6.3,913,35,3,200,In a relationship,100,4,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,10,90,4,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Non-binary / third gender,Australia,,0,4.05,0,27,4,120,In a relationship,7,0,17,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,80,3,90,2,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Indonesia,0,3,312.5,8,7,0,Single,0,0,2,Have you ever used recreational drugs?,No,International,DATA1001,0,30,8,100,5,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Male,China,,0,6.5,0,15,3,110,Single,0,5,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,25,8,85,10,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,19,Female,China,,20,5,825,3,10,100,In a relationship,5,0,25,Have you ever used recreational drugs?,No,International,DATA1001,0,30,5,90,6,Live in the Lecture Theatre,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,0,3.5,0,2,8,120,Single,1,15,18,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,10,2,100,4,Live in the Lecture Theatre,It changes depending on the subject,Style 3
